date,Merchant,Barges,Other,Tugs,Tanker,Fishing,Pleasure Crafts,Excursion
2011-03-03,204,7,0,18,79,8,6,1
2011-03-04,213,9,0,23,84,10,8,1
2011-03-05,207,10,0,13,83,20,6,1
2011-03-06,192,12,0,17,75,16,6,1
2011-03-07,208,6,0,28,70,21,6,1
2011-03-08,198,7,0,19,73,18,0,1
2011-03-09,188,10,0,18,75,8,8,1
2011-03-10,197,5,0,19,82,11,10,1
2011-03-11,199,4,0,14,74,10,9,1
2011-03-12,187,3,0,17,76,12,5,2
2011-03-13,322,2,0,18,125,30,6,1
2011-03-14,171,4,0,12,64,10,6,0
2011-03-15,180,3,0,19,59,12,6,0
2011-03-16,194,5,0,16,60,18,8,0
2011-03-17,219,8,0,17,74,16,11,0
2011-03-18,200,15,0,20,75,18,12,1
2011-03-19,201,5,0,16,80,21,8,3
2011-03-20,194,9,0,14,71,19,7,0
2011-03-21,206,8,0,24,66,15,6,0
2011-03-22,215,4,0,32,75,22,6,0
2011-03-23,224,6,0,18,67,28,6,0
2011-03-24,239,12,0,20,74,20,10,2
2011-03-25,245,15,0,16,77,22,6,0
2011-03-26,230,7,0,18,69,17,5,3
2011-03-27,238,8,0,26,73,18,7,3
2011-03-28,252,15,0,20,79,15,11,1
2011-03-29,280,13,0,25,82,15,5,0
2011-03-30,279,16,0,32,87,25,16,2
2011-03-31,276,18,0,39,83,29,11,0
2011-04-01,264,17,0,24,89,33,16,0
2011-04-02,269,11,0,23,87,14,5,2
2011-04-03,259,13,0,25,75,34,10,3
2011-04-04,284,8,0,25,71,17,9,0
2011-04-05,274,2,0,33,73,23,6,1
2011-04-06,279,17,0,40,74,18,8,1
2011-04-07,323,12,0,39,76,25,9,1
2011-04-08,327,11,0,38,73,20,11,2
2011-04-09,314,3,1,39,85,26,6,3
2011-04-10,282,4,0,25,79,23,5,3
2011-04-11,296,6,0,33,80,29,8,1
2011-04-12,297,6,4,38,75,18,5,2
2011-04-13,335,19,0,43,83,23,12,2
2011-04-14,306,13,0,43,68,13,11,2
2011-04-15,312,9,0,35,81,25,13,1
2011-04-16,306,5,0,30,86,35,7,4
2011-04-17,287,11,0,30,74,26,6,4
2011-04-18,301,11,0,36,84,28,5,3
2011-04-19,315,14,0,37,83,26,10,6
2011-04-20,309,24,0,47,84,25,13,6
2011-04-21,332,11,0,40,88,15,16,5
2011-04-22,312,9,1,39,91,26,11,4
2011-04-23,322,4,0,33,89,22,7,6
2011-04-24,310,7,0,31,97,17,7,5
2011-04-25,316,5,0,34,88,16,5,4
2011-04-26,323,8,0,52,101,28,8,2
2011-04-27,323,12,0,45,106,10,11,2
2011-04-28,323,12,0,33,98,15,13,3
2011-04-29,344,13,0,42,92,14,13,14
2011-04-30,319,9,0,36,87,22,7,19
2011-05-01,313,12,1,37,98,16,9,17
2011-05-02,299,7,0,32,91,23,6,12
2011-05-03,318,12,1,39,88,25,9,13
2011-05-04,326,14,0,36,100,27,7,17
2011-05-05,322,11,0,42,95,20,10,19
2011-05-06,305,8,0,35,102,18,14,24
2011-05-07,322,14,0,29,96,17,6,22
2011-05-08,320,5,1,27,104,26,8,21
2011-05-09,328,7,1,42,109,19,8,17
2011-05-10,355,11,1,48,110,16,6,15
2011-05-11,333,11,1,51,93,18,12,19
2011-05-12,338,9,1,34,95,18,12,17
2011-05-13,325,8,1,31,102,22,11,25
2011-05-14,346,11,0,45,110,23,7,25
2011-05-15,340,10,0,39,99,20,8,19
2011-05-16,327,4,0,48,86,12,10,8
2011-05-17,319,12,0,50,89,19,6,15
2011-05-18,339,14,0,44,92,14,10,26
2011-05-19,357,11,0,51,101,15,13,27
2011-05-20,366,9,0,39,102,15,14,37
2011-05-21,356,6,0,54,105,16,8,50
2011-05-22,344,9,0,45,95,15,10,52
2011-05-23,338,4,0,42,102,12,10,31
2011-05-24,363,10,0,52,99,13,7,19
2011-05-25,330,19,0,50,88,22,13,27
2011-05-26,345,13,0,52,96,16,16,29
2011-05-27,346,8,0,39,90,14,14,25
2011-05-28,345,9,0,46,83,22,8,38
2011-05-29,327,11,0,34,87,17,9,47
2011-05-30,333,15,0,32,81,25,9,33
2011-05-31,349,11,0,48,88,31,10,32
2011-06-01,340,16,1,40,95,23,17,43
2011-06-02,343,13,0,45,96,36,13,33
2011-06-03,362,7,0,44,99,25,20,51
2011-06-04,366,10,0,40,93,31,9,65
2011-06-05,361,7,0,40,95,33,11,54
2011-06-06,362,10,0,48,84,29,13,48
2011-06-07,359,18,0,50,81,23,13,46
2011-06-08,358,23,0,35,83,24,18,49
2011-06-09,346,8,0,36,81,27,21,47
2011-06-10,351,8,0,35,82,33,24,57
2011-06-11,358,7,0,41,82,22,15,62
2011-06-12,356,8,0,33,80,30,17,50
2011-06-13,355,11,0,30,81,25,18,28
2011-06-14,382,11,0,37,86,20,15,38
2011-06-15,384,15,0,35,90,24,17,52
2011-06-16,362,9,0,41,94,23,12,51
2011-06-17,406,9,0,51,85,17,16,79
2011-06-18,371,9,0,40,93,17,9,73
2011-06-19,385,13,0,30,91,30,10,67
2011-06-20,376,12,0,50,85,27,13,73
2011-06-21,369,17,0,49,87,30,10,57
2011-06-22,354,13,0,46,92,19,18,64
2011-06-23,362,16,0,54,87,18,17,54
2011-06-24,357,7,0,49,97,17,17,50
2011-06-25,369,11,0,44,92,13,9,66
2011-06-26,367,12,0,41,94,16,12,70
2011-06-27,367,13,0,53,96,16,13,77
2011-06-28,369,23,0,61,82,23,10,64
2011-06-29,365,23,0,48,88,20,12,69
2011-06-30,346,13,0,51,93,21,16,67
2011-07-01,350,11,0,26,93,27,21,88
2011-07-02,324,11,0,37,91,25,12,81
2011-07-03,330,9,0,40,86,21,13,82
2011-07-04,324,11,0,35,86,22,10,63
2011-07-05,352,11,0,51,86,24,8,64
2011-07-06,339,19,0,53,85,27,14,62
2011-07-07,349,18,0,41,94,19,20,65
2011-07-08,356,17,0,45,91,23,21,85
2011-07-09,337,13,0,30,87,28,20,92
2011-07-10,353,17,0,33,88,27,17,82
2011-07-11,349,15,0,43,91,22,12,52
2011-07-12,328,13,0,45,78,22,7,60
2011-07-13,328,17,0,39,83,21,11,85
2011-07-14,339,15,0,47,96,15,10,85
2011-07-15,344,16,0,73,95,23,22,81
2011-07-16,356,5,0,47,100,24,16,83
2011-07-17,345,13,0,53,102,25,20,92
2011-07-18,346,11,0,56,100,25,13,72
2011-07-19,361,20,0,47,99,33,11,67
2011-07-20,339,20,0,59,85,30,15,81
2011-07-21,367,24,0,56,96,26,21,88
2011-07-22,365,20,0,50,92,21,16,90
2011-07-23,360,12,0,44,94,18,11,109
2011-07-24,357,17,0,40,90,23,5,106
2011-07-25,363,10,0,45,86,24,4,75
2011-07-26,355,14,0,42,88,23,11,60
2011-07-27,350,14,0,38,98,18,13,79
2011-07-28,356,10,0,45,87,30,14,90
2011-07-29,344,7,0,44,81,21,17,88
2011-07-30,350,17,0,42,77,21,13,106
2011-07-31,366,16,0,24,71,17,15,113
2011-08-01,348,10,0,40,70,15,10,89
2011-08-02,346,12,0,40,80,26,13,80
2011-08-03,348,9,0,56,75,22,19,79
2011-08-04,366,17,0,75,80,24,19,76
2011-08-05,400,20,0,56,82,34,18,86
2011-08-06,378,7,0,40,80,31,18,116
2011-08-07,338,13,0,32,83,36,14,82
2011-08-08,354,18,0,34,80,32,12,86
2011-08-09,337,17,0,45,82,27,9,74
2011-08-10,341,10,0,51,94,33,14,76
2011-08-11,347,18,0,44,86,28,17,82
2011-08-12,345,16,0,54,87,26,14,98
2011-08-13,356,9,0,38,93,24,14,101
2011-08-14,355,9,0,50,92,26,19,98
2011-08-15,361,14,0,44,89,32,16,73
2011-08-16,354,25,0,49,98,25,16,78
2011-08-17,350,20,0,49,93,27,17,92
2011-08-18,378,14,0,53,98,28,21,89
2011-08-19,378,12,0,42,95,26,22,74
2011-08-20,369,12,0,35,97,28,18,111
2011-08-21,366,11,3,28,96,27,12,70
2011-08-22,354,15,3,38,96,22,8,52
2011-08-23,369,18,3,47,96,21,7,69
2011-08-24,359,25,2,51,93,31,15,88
2011-08-25,366,16,3,45,94,42,22,67
2011-08-26,373,19,2,38,99,33,17,78
2011-08-27,367,19,2,43,91,44,16,94
2011-08-28,367,14,2,34,95,34,14,46
2011-08-29,325,13,2,34,97,23,15,55
2011-08-30,357,10,2,52,103,33,9,44
2011-08-31,357,10,2,62,95,24,23,60
2011-09-01,365,17,2,59,95,31,19,65
2011-09-02,359,11,2,47,93,25,21,55
2011-09-03,372,15,2,32,98,25,14,90
2011-09-04,359,9,2,38,93,29,16,77
2011-09-05,320,5,2,30,95,22,10,53
2011-09-06,319,16,2,48,85,23,6,33
2011-09-07,333,12,2,45,81,21,11,34
2011-09-08,332,16,2,50,81,22,12,42
2011-09-09,359,18,2,44,83,23,13,52
2011-09-10,357,15,2,43,82,25,13,74
2011-09-11,351,10,2,33,85,25,16,69
2011-09-12,367,19,2,52,86,19,12,52
2011-09-13,369,20,2,56,85,25,13,45
2011-09-14,363,12,3,51,85,29,20,51
2011-09-15,363,22,2,44,86,27,15,23
2011-09-16,375,17,3,43,87,26,12,42
2011-09-17,371,17,2,33,100,23,13,61
2011-09-18,367,14,6,33,95,24,14,72
2011-09-19,362,25,2,55,92,18,15,36
2011-09-20,380,25,2,63,90,16,13,47
2011-09-21,394,23,3,48,86,24,23,59
2011-09-22,381,12,1,52,85,25,19,34
2011-09-23,383,9,0,50,93,28,19,42
2011-09-24,404,11,1,46,89,25,10,59
2011-09-25,386,11,0,23,85,21,9,45
2011-09-26,367,11,0,43,84,21,12,38
2011-09-27,371,10,2,65,89,19,10,68
2011-09-28,374,10,0,36,86,35,8,48
2011-09-29,382,25,0,42,89,32,15,31
2011-09-30,381,19,1,42,89,33,15,47
2011-10-01,368,14,4,41,96,23,6,31
2011-10-02,351,18,0,43,91,25,9,17
2011-10-03,369,22,0,26,86,30,7,26
2011-10-04,399,22,0,40,90,23,5,22
2011-10-05,371,30,0,46,81,24,13,19
2011-10-06,394,20,4,36,81,25,5,34
2011-10-07,403,11,0,35,100,34,15,25
2011-10-08,390,10,1,26,103,22,7,43
2011-10-09,373,12,0,17,90,14,8,44
2011-10-10,356,10,0,26,87,17,5,35
2011-10-11,357,21,0,42,82,21,6,26
2011-10-12,359,14,0,46,80,35,11,33
2011-10-13,381,19,1,52,91,27,9,20
2011-10-14,395,19,0,50,86,20,13,18
2011-10-15,366,14,0,38,78,23,5,11
2011-10-16,338,18,0,40,77,17,12,13
2011-10-17,343,16,1,38,78,26,7,13
2011-10-18,351,20,0,46,87,15,6,25
2011-10-19,375,27,0,42,82,22,12,15
2011-10-20,364,18,0,30,80,23,12,17
2011-10-21,340,21,0,42,82,16,13,8
2011-10-22,344,16,0,43,82,25,7,13
2011-10-23,340,16,0,30,75,16,9,9
2011-10-24,353,20,0,43,74,27,9,18
2011-10-25,368,19,0,38,86,24,3,23
2011-10-26,351,19,0,38,80,23,4,4
2011-10-27,342,15,0,45,83,27,9,6
2011-10-28,368,17,0,35,86,25,11,2
2011-10-29,356,10,1,33,91,21,7,2
2011-10-30,347,16,0,26,89,23,8,7
2011-10-31,367,20,0,38,96,22,5,5
2011-11-01,384,29,0,54,91,24,3,1
2011-11-02,368,30,0,51,87,26,10,1
2011-11-03,368,19,0,36,93,34,10,1
2011-11-04,369,24,0,35,101,30,11,6
2011-11-05,345,15,0,36,89,35,6,2
2011-11-06,348,14,0,23,89,37,8,1
2011-11-07,277,16,0,36,78,25,5,6
2011-11-08,338,17,4,31,82,26,3,5
2011-11-09,323,23,0,32,80,25,9,1
2011-11-10,340,15,1,40,80,21,11,0
2011-11-11,331,15,1,21,78,17,10,2
2011-11-12,332,13,0,27,85,21,5,2
2011-11-13,311,16,0,25,79,24,7,2
2011-11-14,339,20,1,38,91,19,5,0
2011-11-15,367,18,0,38,89,18,4,3
2011-11-16,399,31,1,42,98,25,7,1
2011-11-17,387,29,1,31,90,20,7,0
2011-11-18,355,18,1,30,83,23,9,0
2011-11-19,349,11,0,21,79,18,6,0
2011-11-20,346,11,0,14,83,18,7,3
2011-11-21,346,12,0,31,83,22,5,1
2011-11-22,368,16,0,51,82,24,1,1
2011-11-23,369,26,0,37,78,21,4,0
2011-11-24,360,18,0,43,76,17,0,0
2011-11-25,387,17,0,51,84,20,8,1
2011-11-26,383,12,0,29,82,12,5,1
2011-11-27,337,12,0,30,79,16,7,1
2011-11-28,328,13,0,38,75,14,4,0
2011-11-29,334,20,0,41,64,16,1,0
2011-11-30,315,23,0,34,81,17,6,0
2011-12-01,347,18,0,31,79,19,6,0
2011-12-02,356,22,0,40,74,13,6,3
2011-12-03,329,18,0,26,74,11,5,1
2011-12-04,329,8,0,18,66,13,6,3
2011-12-05,332,13,0,37,66,10,5,1
2011-12-06,335,18,0,39,73,10,0,1
2011-12-07,338,17,0,48,83,13,4,1
2011-12-08,341,12,0,41,73,9,5,0
2011-12-09,358,21,0,42,81,6,7,1
2011-12-10,349,15,0,26,91,10,5,5
2011-12-11,307,12,0,31,76,10,7,9
2011-12-12,321,19,0,35,81,7,4,3
2011-12-13,314,17,0,44,73,12,1,0
2011-12-14,335,23,4,54,83,18,6,0
2011-12-15,347,14,0,31,94,12,8,2
2011-12-16,348,13,0,50,92,8,4,2
2011-12-17,341,15,0,24,73,11,4,2
2011-12-18,324,5,0,24,72,12,6,1
2011-12-19,345,9,4,45,71,15,4,0
2011-12-20,342,11,0,38,75,11,5,2
2011-12-21,346,10,0,30,72,9,4,0
2011-12-22,352,8,0,42,79,7,6,4
2011-12-23,356,9,0,31,75,4,7,2
2011-12-24,349,5,0,21,83,5,4,2
2011-12-25,289,8,0,12,73,7,2,0
2011-12-26,277,7,0,22,71,8,6,0
2011-12-27,261,5,0,13,66,9,4,2
2011-12-28,277,6,0,27,66,7,6,0
2011-12-29,271,6,0,37,70,9,9,0
2011-12-30,284,4,0,16,61,12,7,0
2011-12-31,282,5,0,32,65,12,5,0
2012-01-01,233,4,0,18,60,12,2,3
2012-01-02,218,3,0,25,64,10,5,1
2012-01-03,252,4,0,37,77,14,1,0
2012-01-04,279,8,0,20,69,11,4,0
2012-01-05,281,8,0,29,64,14,6,0
2012-01-06,284,12,0,25,73,13,7,0
2012-01-07,281,10,0,25,74,14,5,0
2012-01-08,262,10,0,22,74,10,6,0
2012-01-09,280,18,2,26,73,17,5,0
2012-01-10,289,16,0,35,71,15,0,0
2012-01-11,281,17,0,35,65,18,6,0
2012-01-12,288,14,0,40,67,30,7,0
2012-01-13,244,7,2,22,65,36,8,0
2012-01-14,238,8,0,36,66,27,6,0
2012-01-15,233,6,0,19,68,26,7,0
2012-01-16,249,8,1,35,57,18,4,0
2012-01-17,239,11,0,30,61,10,0,0
2012-01-18,217,13,0,45,67,9,4,0
2012-01-19,231,16,0,55,75,13,6,0
2012-01-20,207,12,0,43,71,8,8,0
2012-01-21,193,14,0,31,73,10,6,0
2012-01-22,176,15,0,28,66,9,7,0
2012-01-23,203,12,2,31,70,10,3,3
2012-01-24,203,7,0,41,67,10,1,0
2012-01-25,212,13,0,25,59,6,6,2
2012-01-26,227,19,0,29,63,12,6,1
2012-01-27,230,12,2,44,71,14,8,0
2012-01-28,226,8,0,28,65,14,5,0
2012-01-29,203,10,0,26,67,14,6,1
2012-01-30,218,17,0,40,70,16,5,1
2012-01-31,224,12,2,51,71,16,0,0
2012-02-01,218,21,5,38,58,13,4,0
2012-02-02,216,13,0,45,64,17,4,0
2012-02-03,207,13,2,35,61,18,8,1
2012-02-04,215,11,0,27,57,13,5,0
2012-02-05,196,9,0,23,66,11,6,0
2012-02-06,201,13,0,38,71,13,4,0
2012-02-07,222,15,2,27,70,12,0,1
2012-02-08,206,11,0,37,71,14,6,1
2012-02-09,204,10,0,32,79,12,6,0
2012-02-10,200,18,0,33,78,13,3,0
2012-02-11,199,13,0,28,80,11,6,1
2012-02-12,205,8,0,26,70,6,2,1
2012-02-13,195,9,0,28,73,16,4,0
2012-02-14,208,8,0,31,69,14,0,0
2012-02-15,213,17,2,27,64,16,5,0
2012-02-16,193,12,0,33,74,17,6,1
2012-02-17,202,8,1,29,81,8,9,1
2012-02-18,195,7,0,27,67,11,6,2
2012-02-19,180,19,0,22,75,9,4,1
2012-02-20,163,16,0,33,69,9,5,4
2012-02-21,199,19,1,28,64,9,2,1
2012-02-22,177,13,0,17,63,8,7,0
2012-02-23,194,11,3,35,59,5,6,0
2012-02-24,209,11,4,35,61,6,7,0
2012-02-25,204,12,0,24,71,8,5,0
2012-02-26,188,8,0,29,68,10,6,0
2012-02-27,208,14,2,34,62,8,4,0
2012-02-28,195,15,0,38,55,6,3,0
2012-02-29,198,17,2,37,51,9,5,0
2012-03-01,202,19,0,48,54,19,6,0
2012-03-02,191,15,4,22,44,14,9,1
2012-03-03,181,12,0,21,43,9,5,0
2012-03-04,152,24,0,14,57,11,6,0
2012-03-05,169,15,0,27,52,7,4,0
2012-03-06,190,13,0,28,54,7,0,0
2012-03-07,201,23,0,16,45,7,4,1
2012-03-08,207,14,4,33,47,10,12,1
2012-03-09,193,14,0,17,46,8,12,0
2012-03-10,186,16,0,26,49,8,4,0
2012-03-11,293,13,0,22,86,10,7,0
2012-03-12,129,8,0,36,45,5,4,0
2012-03-13,177,11,0,38,53,6,7,0
2012-03-14,186,14,0,20,57,6,7,0
2012-03-15,190,13,0,35,57,10,4,2
2012-03-16,204,11,0,26,63,10,2,0
2012-03-17,198,5,0,23,70,13,0,0
2012-03-18,198,7,0,23,76,13,1,0
2012-03-19,184,16,0,19,70,14,2,0
2012-03-20,201,12,0,25,66,15,4,0
2012-03-21,212,12,3,29,70,13,3,0
2012-03-22,240,7,0,37,76,18,5,0
2012-03-23,256,12,3,24,69,11,4,0
2012-03-24,260,7,0,36,76,11,0,0
2012-03-25,242,8,0,35,69,13,0,0
2012-03-26,251,14,0,29,76,17,4,0
2012-03-27,244,11,0,41,77,10,4,0
2012-03-28,258,9,0,47,70,12,3,0
2012-03-29,289,9,3,33,77,22,5,1
2012-03-30,298,7,0,15,79,23,3,1
2012-03-31,287,13,1,31,78,18,1,3
2012-04-01,260,18,0,19,80,19,1,3
2012-04-02,274,6,0,39,79,14,1,1
2012-04-03,290,13,0,46,75,17,3,1
2012-04-04,304,20,0,42,76,22,5,0
2012-04-05,287,12,0,45,71,18,5,1
2012-04-06,285,14,0,35,64,19,3,5
2012-04-07,266,13,0,31,65,19,1,5
2012-04-08,262,9,0,35,76,11,1,2
2012-04-09,287,7,0,43,68,11,1,3
2012-04-10,301,8,0,45,63,17,4,2
2012-04-11,312,11,3,34,68,18,8,2
2012-04-12,318,14,2,50,75,18,7,3
2012-04-13,328,14,2,47,76,17,7,3
2012-04-14,298,9,0,43,69,21,2,8
2012-04-15,301,17,0,43,73,13,2,9
2012-04-16,300,13,0,68,71,23,3,5
2012-04-17,299,17,0,51,68,11,6,6
2012-04-18,310,18,0,43,71,18,5,2
2012-04-19,325,15,0,34,80,17,4,2
2012-04-20,317,20,1,42,69,16,6,1
2012-04-21,305,21,0,35,60,12,3,6
2012-04-22,296,13,0,38,75,14,0,4
2012-04-23,295,17,0,36,73,16,4,0
2012-04-24,305,13,2,35,66,19,5,1
2012-04-25,309,17,0,39,70,31,9,7
2012-04-26,308,27,2,32,82,45,8,10
2012-04-27,313,13,2,37,72,22,4,4
2012-04-28,303,9,0,26,69,8,1,5
2012-04-29,293,11,0,29,73,26,1,6
2012-04-30,315,16,0,36,80,28,6,11
2012-05-01,318,13,0,45,79,23,9,2
2012-05-02,330,14,1,42,91,23,6,6
2012-05-03,338,17,1,38,75,20,7,14
2012-05-04,336,9,2,50,83,19,4,16
2012-05-05,327,10,1,34,88,19,1,15
2012-05-06,310,10,1,38,82,17,2,16
2012-05-07,327,10,1,41,80,17,4,8
2012-05-08,319,14,1,37,86,19,5,15
2012-05-09,316,16,1,44,85,22,6,17
2012-05-10,334,18,1,47,80,12,7,10
2012-05-11,338,16,4,32,82,21,6,19
2012-05-12,331,14,0,37,83,17,6,22
2012-05-13,312,13,0,29,70,17,5,18
2012-05-14,307,21,0,43,75,27,4,12
2012-05-15,316,17,0,50,75,22,9,9
2012-05-16,328,22,0,49,81,12,15,13
2012-05-17,356,22,1,49,84,12,5,22
2012-05-18,348,10,0,49,80,22,6,29
2012-05-19,346,11,0,40,81,11,0,56
2012-05-20,326,11,1,26,85,18,3,55
2012-05-21,319,6,0,42,88,18,4,48
2012-05-22,343,9,0,38,85,23,3,17
2012-05-23,348,17,0,50,98,21,4,34
2012-05-24,363,14,0,40,92,16,4,44
2012-05-25,371,7,2,46,97,15,6,35
2012-05-26,372,14,0,34,89,21,3,48
2012-05-27,357,12,0,31,91,20,1,47
2012-05-28,364,16,0,46,99,23,3,20
2012-05-29,364,23,0,58,101,20,4,20
2012-05-30,342,19,0,38,101,31,5,29
2012-05-31,361,12,0,36,97,31,6,38
2012-06-01,361,15,1,55,96,26,7,36
2012-06-02,334,11,0,42,102,30,4,55
2012-06-03,329,11,0,40,101,26,2,51
2012-06-04,354,11,0,40,90,32,7,28
2012-06-05,367,17,0,59,92,32,8,39
2012-06-06,365,20,0,54,88,38,5,44
2012-06-07,373,10,0,47,86,27,3,56
2012-06-08,383,21,2,56,90,27,5,55
2012-06-09,383,12,0,49,90,27,0,70
2012-06-10,372,13,0,40,82,19,3,74
2012-06-11,372,19,0,48,96,21,5,52
2012-06-12,366,9,0,61,92,26,8,60
2012-06-13,370,15,0,61,90,24,7,64
2012-06-14,380,4,0,42,97,18,5,66
2012-06-15,388,13,1,45,93,20,8,71
2012-06-16,363,6,1,47,88,35,1,90
2012-06-17,346,14,0,51,91,21,2,72
2012-06-18,362,7,0,67,85,24,6,48
2012-06-19,373,14,0,85,93,26,9,73
2012-06-20,388,13,0,65,94,32,5,79
2012-06-21,371,16,0,50,96,25,6,74
2012-06-22,382,13,2,58,105,15,3,83
2012-06-23,375,11,0,41,101,17,4,76
2012-06-24,371,12,0,43,101,23,3,98
2012-06-25,353,7,0,49,98,25,6,85
2012-06-26,334,16,0,58,100,17,2,46
2012-06-27,350,11,0,53,95,24,4,65
2012-06-28,369,20,2,65,98,26,4,89
2012-06-29,369,14,1,61,100,28,8,82
2012-06-30,370,5,0,54,98,19,6,108
2012-07-01,369,9,0,56,91,15,8,118
2012-07-02,354,7,0,35,87,26,8,91
2012-07-03,351,14,0,47,89,22,11,90
2012-07-04,374,21,0,40,89,22,10,80
2012-07-05,380,17,0,48,87,19,11,81
2012-07-06,395,12,4,45,78,25,17,96
2012-07-07,384,20,1,44,82,23,16,110
2012-07-08,396,14,1,33,94,22,20,115
2012-07-09,384,6,0,38,97,19,13,97
2012-07-10,371,14,0,43,87,21,14,96
2012-07-11,364,18,0,53,93,28,19,97
2012-07-12,384,14,0,38,94,27,16,103
2012-07-13,393,20,5,30,92,23,17,103
2012-07-14,376,8,0,37,93,27,15,121
2012-07-15,358,12,0,35,94,24,10,114
2012-07-16,362,14,0,47,94,18,10,76
2012-07-17,348,14,0,58,96,13,21,87
2012-07-18,373,12,0,59,84,18,28,106
2012-07-19,366,8,3,68,92,19,24,115
2012-07-20,383,12,3,63,79,20,27,127
2012-07-21,370,11,0,58,84,23,21,160
2012-07-22,371,11,0,63,84,21,14,178
2012-07-23,351,12,1,52,89,17,25,93
2012-07-24,337,15,0,50,86,20,15,50
2012-07-25,361,19,0,50,85,19,13,108
2012-07-26,367,14,4,58,88,18,11,100
2012-07-27,380,12,3,52,90,22,14,103
2012-07-28,368,9,0,35,97,25,12,92
2012-07-29,360,8,0,32,90,25,11,103
2012-07-30,339,15,0,51,83,29,9,79
2012-07-31,331,4,0,61,83,29,11,75
2012-08-01,346,21,0,57,84,33,9,96
2012-08-02,358,13,0,80,83,33,11,85
2012-08-03,351,12,3,47,82,26,8,116
2012-08-04,375,10,0,37,81,21,13,127
2012-08-05,351,14,0,38,90,22,11,101
2012-08-06,349,8,0,49,87,22,10,82
2012-08-07,385,18,0,52,86,24,13,93
2012-08-08,387,20,0,60,90,24,9,92
2012-08-09,373,24,0,46,89,25,8,118
2012-08-10,365,16,0,48,90,27,11,84
2012-08-11,363,9,0,40,92,36,11,102
2012-08-12,360,14,0,38,81,29,8,97
2012-08-13,354,10,0,61,90,28,10,65
2012-08-14,347,13,0,76,95,25,10,96
2012-08-15,323,16,0,70,88,22,10,80
2012-08-16,366,14,0,45,90,28,16,95
2012-08-17,359,14,3,51,88,30,11,89
2012-08-18,382,13,0,46,88,27,13,125
2012-08-19,357,11,0,42,93,23,11,104
2012-08-20,332,14,0,53,91,25,8,92
2012-08-21,344,24,0,55,89,36,10,90
2012-08-22,356,19,0,53,85,42,7,105
2012-08-23,367,6,0,47,91,29,7,109
2012-08-24,372,12,3,49,100,24,8,85
2012-08-25,382,10,0,33,101,27,6,110
2012-08-26,381,7,0,24,94,28,6,104
